,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,5994,Shiba Inu,SHIB,shiba-inu,807,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-05-15T20:33:00.000Z,2.4245441270371394e-05,832984138.3898396,-19.1692,0.55306078,3.98584804,7.85140094,11.02888226,-3.71678792,143.63174967,14287581801.11086,0.5992,14293514070.91,,2024-05-15T20:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-05-15 20:35:31.067424
11,5805,Avalanche,AVAX,avalanche,721,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,382096272.0109877,440785912.0109877,False,,12,,,,2024-05-15T20:33:00.000Z,34.40752974293626,468187547.2721621,11.4132,0.75775686,8.06770456,1.17049973,-2.26453076,-35.3201908,-17.3323995,13146988843.883123,0.5513,24627145337.46,,2024-05-15T20:33:00.000Z,,,,,,2024-05-15 20:35:31.067424
12,1958,TRON,TRX,tron,973,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87461903498.68745,87461916977.89049,True,,13,71659659264.0,9060561033.424366,,2024-05-15T20:33:00.000Z,0.12643879592065216,252489812.72394004,-3.5348,0.05126031,0.85267044,2.88927488,13.54335387,0.94898717,-3.50306256,11058577767.302317,0.4638,11058579471.6,,2024-05-15T20:33:00.000Z,,,,,,2024-05-15 20:35:31.067424
13,6636,Polkadot,DOT,polkadot-new,758,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1445421825.4931457,10081215440.812881,,2024-05-15T20:34:00.000Z,6.974583656486158,234037652.28264382,43.5561,0.35830522,6.41467642,0.11730567,4.30290288,-29.75367436,-9.71063314,10029126501.208517,0.4206,10029126501.21,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:35:31.067424
14,1831,Bitcoin Cash,BCH,bitcoin-cash,885,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19706034.375,19706034.375,False,,15,,,,2024-05-15T20:33:00.000Z,460.90054617761325,352802564.1098871,38.1131,0.69862659,6.36769731,2.49152594,-8.57500359,18.16522096,70.58258138,9082522006.432322,0.3809,9678911469.73,,2024-05-15T20:33:00.000Z,,,,,,2024-05-15 20:35:31.067424
0,1,Bitcoin,BTC,bitcoin,11046,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19698762.0,19698762.0,False,,1,,,,2024-05-15T20:35:00.000Z,66050.20354222998,37630870541.65534,32.7945,0.09844421,7.2252661,7.12065754,4.20919427,-1.74299289,27.49047567,1301107239629.9453,54.5951,1387054274386.83,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:36:31.384046
1,1027,Ethereum,ETH,ethereum,8933,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120116737.01633306,120116737.01633306,True,,2,,,,2024-05-15T20:34:00.000Z,3021.151740532047,13914187098.56915,11.555,0.367772,4.33193157,2.48798438,-2.38646351,-16.47018701,6.67006611,362890889103.92474,15.2175,362890889103.92,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
2,825,Tether USDt,USDT,tether,85582,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,110952273350.24437,113086550454.8925,True,,3,,,,2024-05-15T20:34:00.000Z,1.0007514266408721,67015547851.945305,16.0688,-0.02534647,0.13303951,0.08217962,0.04675471,0.16662235,-0.00516697,111035645844.30507,4.6562,113171526701.63,,2024-05-15T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-05-15 20:36:31.384046
3,1839,BNB,BNB,bnb,2159,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147586599.45644563,147586599.45644563,False,,4,,,,2024-05-15T20:34:00.000Z,586.2001502807309,1868192617.2413354,-2.8129,-0.00391197,3.22623686,0.34120966,5.39371192,-0.34730703,66.3032676,86515286780.79047,3.6279,86515286780.79,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
4,5426,Solana,SOL,solana,660,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,448656319.677296,576009771.2351508,True,,5,,,,2024-05-15T20:34:00.000Z,155.52219680627167,3205843630.270106,20.7017,0.89477894,8.36356639,9.2378843,12.84208297,-14.6228934,36.7100673,69776016447.22997,2.926,89582305004.37,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
5,3408,USDC,USDC,usd-coin,19112,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33123479150.22189,33123479150.22189,False,,6,,,,2024-05-15T20:34:00.000Z,1.0000618673782977,7681980041.246066,33.1113,-0.02388926,0.00312861,0.00274727,0.01962604,0.02512043,0.01134322,33125528413.037014,1.3891,33125528413.04,,2024-05-15T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-05-15 20:36:31.384046
6,52,XRP,XRP,xrp,1316,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55359176420.0,99987633657.0,False,,7,,,,2024-05-15T20:35:00.000Z,0.518410748061476,1107258454.4972665,4.3709,0.26263405,2.68639149,-0.22222527,4.3708934,-15.16760401,-6.91513486,28698792059.959423,1.2035,51841074806.15,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:36:31.384046
7,11419,Toncoin,TON,toncoin,325,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3474160632.096263,5106643355.034839,True,,8,3414166606.0,23895983190.128696,,2024-05-15T20:34:00.000Z,6.999067692869555,322344455.9003555,-35.295,0.1765415,-0.05121439,22.56647512,4.98016185,94.18602211,217.12900314,24315885439.944225,1.0203,35741742525.23,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
8,74,Dogecoin,DOGE,dogecoin,965,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144304596383.70526,144304596383.70526,True,,9,,,,2024-05-15T20:35:00.000Z,0.15438922534612917,1654986866.875186,-13.0196,0.94697998,5.09623726,7.1418542,-3.33163323,6.94174757,81.39001,22279074849.56609,0.9343,22279074849.57,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:36:31.384046
9,2010,Cardano,ADA,cardano,1170,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35670891188.334,36883631806.182,False,,10,,,,2024-05-15T20:34:00.000Z,0.4524917394283868,341277287.02096725,6.4488,0.82758115,4.89915019,-1.18202488,-0.64684312,-32.53884854,-24.5812888,16140783600.769966,0.6773,20362128274.28,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
10,5994,Shiba Inu,SHIB,shiba-inu,807,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-05-15T20:34:00.000Z,2.426006117250557e-05,831788690.4429624,-19.8445,0.63482531,4.67241956,8.15760725,11.17044468,-4.4570647,143.80017862,14296197154.625648,0.5996,14302133001.55,,2024-05-15T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-05-15 20:36:31.384046
11,5805,Avalanche,AVAX,avalanche,721,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,382096272.0109877,440785912.0109877,False,,12,,,,2024-05-15T20:34:00.000Z,34.41535222287271,468308466.2795583,11.4244,0.78219381,8.09008687,1.34284697,-2.24382028,-35.80194103,-17.2902843,13149977784.304722,0.5514,24632744267.45,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
12,1958,TRON,TRX,tron,973,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87461903498.68745,87461916977.89049,True,,13,71659659264.0,9060747174.58812,,2024-05-15T20:34:00.000Z,0.12644139349320085,252487879.94237337,-3.5393,0.05461676,0.85602566,2.93193545,13.49829093,0.89639471,-3.50484059,11058804955.9419,0.4638,11058806660.27,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
13,6636,Polkadot,DOT,polkadot-new,758,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1445421825.4931457,10081375345.295645,,2024-05-15T20:35:00.000Z,6.9746942847331805,234132478.39723894,43.5983,0.36962919,6.40482242,0.11261319,4.36475458,-29.75744825,-9.70078673,10029285579.47593,0.4206,10029285579.48,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:36:31.384046
14,1831,Bitcoin Cash,BCH,bitcoin-cash,885,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19706034.375,19706034.375,False,,15,,,,2024-05-15T20:34:00.000Z,461.35306323099184,352981484.2908621,38.1659,0.86900183,6.449519,2.84118243,-8.500065,17.96159087,70.73084433,9091439323.041473,0.3812,9688414327.85,,2024-05-15T20:34:00.000Z,,,,,,2024-05-15 20:36:31.384046
0,1,Bitcoin,BTC,bitcoin,11046,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19698762.0,19698762.0,False,,1,,,,2024-05-15T20:36:00.000Z,66039.9720929679,37635777698.41801,32.8171,0.06365841,7.22380707,7.10843115,4.2733808,-1.90774548,27.42755866,1300905692746.0166,54.5866,1386839413952.33,,2024-05-15T20:36:00.000Z,,,,,,2024-05-15 20:37:31.661587
1,1027,Ethereum,ETH,ethereum,8933,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120116737.01633306,120116737.01633306,True,,2,,,,2024-05-15T20:35:00.000Z,3020.3686713256507,13928232940.46823,11.6853,0.42984048,4.28027411,2.45296975,-2.39445419,-16.51854703,6.53453266,362796829385.9945,15.2136,362796829385.99,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
2,825,Tether USDt,USDT,tether,85582,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,110952273350.24437,113086550454.8925,True,,3,,,,2024-05-15T20:35:00.000Z,1.0008031139964173,67071389260.849266,16.146,0.02019285,0.13876397,0.08928825,0.02488612,0.1558372,0.00029469,111041380673.90627,4.6564,113177371846.37,,2024-05-15T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-05-15 20:37:31.661587
3,1839,BNB,BNB,bnb,2159,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147586599.45644563,147586599.45644563,False,,4,,,,2024-05-15T20:35:00.000Z,586.0058503676447,1868899334.663889,-2.7578,-0.01785725,3.17929266,0.29777836,5.41449661,-0.43867118,66.244618,86486610717.3434,3.6267,86486610717.34,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
4,5426,Solana,SOL,solana,660,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,448656319.677296,576009771.2351508,True,,5,,,,2024-05-15T20:35:00.000Z,155.49847449464835,3211691049.9177814,20.9448,0.90583419,8.34878456,9.24395421,12.87865854,-14.66217972,36.6893588,69765373282.2028,2.9256,89568640721.08,,2024-05-15T20:35:00.000Z,,,,,,2024-05-15 20:37:31.661587
